City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Jiexiu,CN,2022-09-24 20:37:14,37.0244,111.9125,58.1,49,0,5.64
295,Surt,LY,2022-09-24 20:37:15,31.2089,16.5887,75.06,55,0,5.21
296,Itaituba,BR,2022-09-24 20:37:16,-4.2761,-55.9836,96.96,49,20,0.0
297,Bundaberg,AU,2022-09-24 20:37:17,-24.85,152.35,64.22,75,0,1.01
298,Canals,ES,2022-09-24 20:37:17,38.9625,-0.5844,75.11,89,58,1.86
299,Comodoro Rivadavia,AR,2022-09-24 20:37:18,-45.8667,-67.5,53.46,54,40,13.8
300,Namwala,ZM,2022-09-24 20:37:18,-15.7504,26.4384,74.5,32,8,4.92
301,Kaitangata,NZ,2022-09-24 20:37:20,-46.2817,169.8464,48.49,88,100,13.76
302,Disna,BY,2022-09-24 20:37:21,55.568,28.1971,44.28,81,72,9.75
303,Verkhnevilyuysk,RU,2022-09-24 20:37:21,63.4453,120.3167,29.26,98,100,3.91
304,Portland,US,2022-09-24 20:37:01,45.5234,-122.6762,79.86,53,20,7.0
305,Northam,GB,2022-09-24 20:27:45,51.0333,-4.2167,57.61,72,30,7.63
306,Mount Gambier,AU,2022-09-24 20:37:23,-37.8333,140.7667,38.86,85,75,5.7
307,Cherskiy,RU,2022-09-24 20:33:15,68.75,161.3,30.9,75,95,8.72
308,Vicuna,CL,2022-09-24 20:37:24,-30.0319,-70.7081,65.77,58,100,8.63
309,Sao Luiz Gonzaga,BR,2022-09-24 20:37:25,-28.4083,-54.9608,62.01,66,2,8.3
310,Quelimane,MZ,2022-09-24 20:37:25,-17.8786,36.8883,75.15,88,0,8.05
311,Whitianga,NZ,2022-09-24 20:37:26,-36.8333,175.7,61.18,67,12,5.39
312,Juneau,US,2022-09-24 20:37:27,58.3019,-134.4197,53.6,90,100,16.11
313,Ixtapa,MX,2022-09-24 20:37:28,20.7,-105.2,87.22,70,40,8.05
314,Saint George,US,2022-09-24 20:37:28,37.1041,-113.5841,90.43,16,0,5.01
315,Meulaboh,ID,2022-09-24 20:37:29,4.1363,96.1285,75.9,86,100,2.82
316,Reconquista,AR,2022-09-24 20:37:29,-29.15,-59.65,70.57,39,1,9.84
317,Buala,SB,2022-09-24 20:37:30,-8.145,159.5921,81.68,75,82,4.9
318,Taoudenni,ML,2022-09-24 20:37:30,22.6783,-3.9836,97.7,20,81,16.51
319,Korla,CN,2022-09-24 20:37:31,41.7597,86.1469,69.55,19,1,4.09
320,Farafangana,MG,2022-09-24 20:37:32,-22.8167,47.8333,68.27,89,9,7.29
321,Devils Lake,US,2022-09-24 20:37:33,48.1128,-98.8651,64.51,55,75,18.41
322,Necochea,AR,2022-09-24 20:37:33,-38.5473,-58.7368,56.1,63,77,11.01
323,Mehamn,NO,2022-09-24 20:37:34,71.0357,27.8492,49.91,81,100,11.5
324,Anadyr,RU,2022-09-24 20:37:34,64.75,177.4833,30.7,93,75,13.42
325,Erzin,TR,2022-09-24 20:38:35,36.9559,36.2,68.38,68,1,2.3
326,Marzuq,YE,2022-09-24 20:38:36,14.4,46.4667,78.8,54,99,4.34
327,Iracoubo,GF,2022-09-24 20:38:36,5.4802,-53.2011,81.46,74,55,9.93
328,Longyearbyen,SJ,2022-09-24 20:38:37,78.2186,15.6401,39.04,81,75,11.5
329,Isla Vista,US,2022-09-24 20:38:37,34.4133,-119.861,92.3,50,0,7.4
330,Sisimiut,GL,2022-09-24 20:38:38,66.9395,-53.6735,35.26,67,39,1.01
331,Baie-Comeau,CA,2022-09-24 20:38:38,49.2168,-68.1489,58.68,51,0,18.41
332,Nakanojo,JP,2022-09-24 20:38:39,36.5833,138.85,64.92,98,65,5.3
333,Kaduy,RU,2022-09-24 20:38:40,59.2,37.15,46.83,95,100,10.83
334,Yar-Sale,RU,2022-09-24 20:38:40,66.8333,70.8333,28.96,86,48,9.6
335,Namatanai,PG,2022-09-24 20:38:41,-3.6667,152.4333,80.83,76,92,9.37
336,Constitucion,CL,2022-09-24 20:38:42,-35.3333,-72.4167,53.2,85,100,5.01
337,Bowen,AU,2022-09-24 20:38:43,-20.0167,148.2333,74.57,80,19,7.4
338,Avera,US,2022-09-24 20:38:44,33.194,-82.5271,82.54,27,0,3.33
339,Gravdal,NO,2022-09-24 20:38:45,68.1214,13.5031,48.81,79,90,4.34
340,Ozernovskiy,RU,2022-09-24 20:38:45,51.5,156.5167,55.18,93,100,13.58
341,Tab,HU,2022-09-24 20:38:46,46.7314,18.032,58.24,65,100,9.89
342,Luderitz,NA,2022-09-24 20:38:46,-26.6481,15.1594,58.35,71,100,5.17
343,Weligama,LK,2022-09-24 20:38:47,5.9667,80.4167,76.73,84,88,8.32
344,Mitchell,US,2022-09-24 20:34:50,43.7094,-98.0298,73.11,39,20,13.8
345,Jasdan,IN,2022-09-24 20:38:48,22.0333,71.2,73.67,83,84,9.37
346,Sheridan,US,2022-09-24 20:38:49,44.8333,-106.9173,73.31,31,20,24.16
347,Tsiroanomandidy,MG,2022-09-24 20:38:49,-18.7667,46.0333,69.12,60,24,5.06
348,Praia Da Vitoria,PT,2022-09-24 20:38:50,38.7333,-27.0667,73.76,88,20,17.45
349,Tigre,AR,2022-09-24 20:34:56,-34.426,-58.5796,74.05,44,0,11.5
350,Shchigry,RU,2022-09-24 20:38:51,51.8755,36.9043,44.42,88,100,17.6
351,Kirkuk,IQ,2022-09-24 20:38:52,35.4681,44.3922,79.74,32,0,9.6
352,Skjervoy,NO,2022-09-24 20:38:53,70.0311,20.9714,48.2,81,85,6.35
353,Lesnoy,RU,2022-09-24 20:38:53,57.6198,63.0784,48.31,79,100,11.39
354,Atambua,ID,2022-09-24 20:38:54,-9.1061,124.8925,72.19,76,78,0.96
355,Vuktyl,RU,2022-09-24 20:38:54,63.8567,57.3094,34.07,77,0,5.37
356,Olinda,BR,2022-09-24 20:38:55,-8.0089,-34.8553,80.33,69,40,6.91
357,Ulladulla,AU,2022-09-24 20:38:56,-35.35,150.4667,51.64,84,43,4.5
358,Solnechnyy,RU,2022-09-24 20:38:57,50.7214,136.6319,48.13,91,100,5.86
359,Rio Gallegos,AR,2022-09-24 20:38:57,-51.6226,-69.2181,50.05,25,20,23.02
360,Concepcion Del Oro,MX,2022-09-24 20:38:58,24.6333,-101.4167,75.27,26,19,6.31
361,Dobryanka,RU,2022-09-24 20:38:59,58.4619,56.4165,50.86,80,96,11.43
362,Benguela,AO,2022-09-24 20:39:00,-12.5763,13.4055,70.59,83,48,4.43
363,Cabo San Lucas,MX,2022-09-24 20:35:41,22.8909,-109.9124,92.5,62,0,9.22
364,Byron Bay,AU,2022-09-24 20:39:01,-28.65,153.6167,57.94,73,0,8.1
365,Pevek,RU,2022-09-24 20:39:02,69.7008,170.3133,31.08,76,100,11.25
366,Qurayyat,SA,2022-09-24 20:39:03,31.3318,37.3428,80.78,28,0,4.61
367,Gasa,PS,2022-09-24 20:40:03,31.5,34.4667,77.85,64,0,12.95
368,Margate,GB,2022-09-24 20:40:04,51.3813,1.3862,56.89,85,96,1.99
369,Maltrata,MX,2022-09-24 20:40:05,18.8,-97.2667,68.92,70,55,8.28
370,Narsaq,GL,2022-09-24 20:40:06,60.9167,-46.05,48.42,94,100,3.31
371,Swan River,CA,2022-09-24 20:40:06,52.1058,-101.2676,69.69,28,1,16.11
372,Taicheng,CN,2022-09-24 20:40:07,38.731,113.228,48.27,45,0,3.22
373,Mankono,CI,2022-09-24 20:40:07,8.0586,-6.1897,72.9,95,99,3.49
374,Ucluelet,CA,2022-09-24 20:40:08,48.9329,-125.5528,59.31,91,100,1.01
375,Yeroham,IL,2022-09-24 20:40:08,30.9872,34.9314,73.83,51,0,4.54
376,Tocache,PE,2022-09-24 20:40:09,-8.1842,-76.5125,84.4,52,80,1.72
377,Husavik,IS,2022-09-24 20:40:09,66.0449,-17.3389,57.79,71,100,23.4
378,Bubaque,GW,2022-09-24 20:40:10,11.2833,-15.8333,81.14,78,100,12.53
379,Waitati,NZ,2022-09-24 20:40:10,-45.75,170.5667,45.81,92,100,8.72
380,Mareeba,AU,2022-09-24 20:40:11,-17.0,145.4333,66.92,97,100,2.95
381,Port Macquarie,AU,2022-09-24 20:40:11,-31.4333,152.9167,51.89,85,1,6.38
382,Jiuquan,CN,2022-09-24 20:40:12,39.7432,98.5174,56.75,19,4,1.28
383,Crema,IT,2022-09-24 20:40:12,45.3588,9.6683,59.22,88,100,3.29
384,Ahipara,NZ,2022-09-24 20:40:13,-35.1667,173.1667,59.83,69,49,5.32
385,Akyab,MM,2022-09-24 20:40:14,20.15,92.9,78.8,85,96,2.55
386,Dwarka,IN,2022-09-24 20:40:14,22.2394,68.9678,81.07,71,17,14.85
387,Creston,US,2022-09-24 20:40:15,41.0586,-94.3614,83.34,28,0,21.85
388,Vao,NC,2022-09-24 20:40:15,-22.6667,167.4833,73.49,81,0,12.3
389,Jackson,US,2022-09-24 20:35:38,42.4165,-122.8345,84.74,31,0,0.0
390,Wattegama,LK,2022-09-24 20:40:16,6.7989,81.4808,75.88,79,56,1.83
391,Dharchula,IN,2022-09-24 20:40:17,29.85,80.5333,67.93,89,100,2.39
392,Saravan,AM,2022-09-24 20:40:17,39.7196,45.6483,55.67,51,5,0.67
393,Gat,IL,2022-09-24 20:40:18,31.61,34.7642,79.39,55,0,7.76
394,Sorland,NO,2022-09-24 20:40:19,67.667,12.6934,46.26,74,89,4.54
395,Ocampo,MX,2022-09-24 20:40:19,21.65,-101.5,74.08,30,39,8.48
396,Manokwari,ID,2022-09-24 20:40:20,-0.8667,134.0833,76.42,89,100,6.64
397,San Lazaro,BZ,2022-09-24 20:40:20,18.0387,-88.6622,85.46,73,72,7.14
398,Torbay,CA,2022-09-24 20:35:38,47.6666,-52.7314,67.28,85,20,21.85
399,Axim,GH,2022-09-24 20:40:21,4.8699,-2.2405,75.83,91,72,6.46
400,Deputatskiy,RU,2022-09-24 20:40:22,69.3,139.9,19.98,98,98,2.84
401,Campo Grande,BR,2022-09-24 20:40:23,-20.4428,-54.6464,83.75,34,0,8.05
402,Jingdezhen,CN,2022-09-24 20:40:23,29.2947,117.2079,63.45,80,57,3.13
403,Amberley,US,2022-09-24 20:40:24,39.2048,-84.428,76.55,58,75,9.22
404,Lavrentiya,RU,2022-09-24 20:40:25,65.5833,-171.0,38.91,67,100,15.43
405,Ancud,CL,2022-09-24 20:40:25,-41.8697,-73.8203,54.23,72,34,7.43
406,Ballina,AU,2022-09-24 20:40:26,-28.8667,153.5667,58.01,99,0,7.09
407,Santa Isabel Do Rio Negro,BR,2022-09-24 20:40:27,-0.4139,-65.0192,92.61,41,43,3.8
408,Mirpur Sakro,PK,2022-09-24 20:40:27,24.5474,67.6277,81.82,65,89,14.74
409,Whitehaven,GB,2022-09-24 20:40:28,54.549,-3.5841,48.65,100,59,2.17
410,Lamu,KE,2022-09-24 20:40:28,-2.2717,40.902,77.22,87,86,12.35
411,Fukue,JP,2022-09-24 20:40:29,32.6881,128.8419,72.54,65,59,13.78
412,Gavrilovka Vtoraya,RU,2022-09-24 20:40:29,52.877,42.7663,47.07,80,30,11.01
413,Tomohon,ID,2022-09-24 20:40:30,1.3346,124.8392,65.34,90,100,3.36
414,Strezhevoy,RU,2022-09-24 20:40:30,60.7333,77.5889,30.83,88,9,3.96
415,Oksbol,DK,2022-09-24 20:40:31,55.6268,8.2876,49.91,91,4,8.08
416,Nouadhibou,MR,2022-09-24 20:40:31,20.931,-17.0347,80.58,89,100,10.36
417,Yarmouth,US,2022-09-24 20:41:32,41.7057,-70.2286,70.27,46,0,13.8
418,Bud,US,2022-09-24 20:41:33,39.447,-86.1758,78.75,59,0,12.37
419,Roma,US,2022-09-24 20:40:05,43.2128,-75.4557,63.95,58,75,10.36
420,Aksarka,RU,2022-09-24 20:41:34,66.5606,67.7975,28.13,87,24,8.43
421,Ziniare,BF,2022-09-24 20:41:34,12.5822,-1.2983,82.44,72,100,3.29
422,Hamilton,US,2022-09-24 20:40:09,39.1834,-84.5333,77.31,58,75,13.8
423,Lufilufi,WS,2022-09-24 20:41:35,-13.8745,-171.5986,82.18,79,27,19.66
424,Caraballeda,VE,2022-09-24 20:41:36,10.6112,-66.8522,89.67,70,40,2.3
425,Kutum,SD,2022-09-24 20:41:36,14.2,24.6667,80.38,42,30,7.11
426,Almaznyy,RU,2022-09-24 20:41:37,48.0448,40.045,47.7,78,53,9.15
427,Banda Aceh,ID,2022-09-24 20:41:38,5.5577,95.3222,78.55,81,42,13.13
428,Semnan,IR,2022-09-24 20:41:38,35.5729,53.3971,77.43,19,0,3.04
429,Chumphon,TH,2022-09-24 20:41:39,10.3333,98.8333,71.42,96,100,1.86
430,Conde,BR,2022-09-24 20:41:40,-7.2597,-34.9075,80.06,69,20,8.05
431,Pinega,RU,2022-09-24 20:41:40,64.7001,43.3936,37.06,78,100,9.31
432,Puerto Baquerizo Moreno,EC,2022-09-24 20:41:41,-0.9,-89.6,70.79,78,75,13.8
433,Salamiyah,SY,2022-09-24 20:41:41,35.0113,37.0532,67.08,69,2,4.23
434,Camargo,MX,2022-09-24 20:41:42,27.6667,-105.1667,85.8,20,14,3.15
435,Mananjary,MG,2022-09-24 20:41:42,-21.2167,48.3333,67.06,92,36,4.97
436,Ponot,PH,2022-09-24 20:41:43,8.452,123.0222,78.49,85,97,6.93
437,Malindi,KE,2022-09-24 20:41:43,-3.2175,40.1191,75.61,87,76,13.71
438,Kajaani,FI,2022-09-24 20:41:44,64.2273,27.7285,35.65,93,0,5.75
439,Alamogordo,US,2022-09-24 20:41:45,32.8995,-105.9603,89.22,33,0,6.91
440,Adrar,MR,2022-09-24 20:41:45,20.5022,-10.0711,90.48,34,91,9.15
441,Mezen,RU,2022-09-24 20:41:46,65.8522,44.24,35.19,83,100,10.04
442,Zakamensk,RU,2022-09-24 20:41:46,50.3741,103.2863,31.69,92,55,2.13
443,San Jose,US,2022-09-24 20:41:47,37.3394,-121.895,95.49,30,0,8.99
444,Khani,GE,2022-09-24 20:41:47,41.9563,42.9566,45.97,96,100,2.3
445,Severomuysk,RU,2022-09-24 20:41:49,56.1481,113.4267,18.1,96,100,4.88
446,Rock Sound,BS,2022-09-24 20:41:49,24.9,-76.2,83.39,72,2,10.94
447,Grand Gaube,MU,2022-09-24 20:41:50,-20.0064,57.6608,70.38,72,20,11.01
448,Muros,ES,2022-09-24 20:41:50,42.7762,-9.0603,61.09,76,9,12.97
449,Jesup,US,2022-09-24 20:38:28,31.6074,-81.8854,85.33,34,40,4.61
450,Tessalit,ML,2022-09-24 20:41:51,20.1986,1.0114,92.77,19,11,7.87
451,Kaeo,NZ,2022-09-24 20:41:51,-35.1,173.7833,60.33,80,8,3.47
452,Melilla,ES,2022-09-24 20:41:52,35.2937,-2.9383,79.18,44,0,12.66
453,Thinadhoo,MV,2022-09-24 20:41:53,0.5333,72.9333,81.01,76,100,9.4
454,Cullinan,ZA,2022-09-24 20:41:54,-25.6709,28.5236,72.82,52,1,14.9
455,Waipawa,NZ,2022-09-24 20:41:55,-41.4122,175.5153,48.07,88,100,10.85
456,Khromtau,KZ,2022-09-24 20:41:55,50.2503,58.4347,68.94,34,100,5.61
457,Kabare,CD,2022-09-24 20:41:56,-2.4683,28.8242,61.3,85,34,2.98
458,Tuma,RU,2022-09-24 20:41:57,55.148,40.5537,45.03,92,100,11.36
459,Bonavista,CA,2022-09-24 20:41:57,48.6499,-53.1147,62.33,81,3,27.27
460,Bogotol,RU,2022-09-24 20:41:58,56.2078,89.5342,37.45,97,100,5.97
461,Iquique,CL,2022-09-24 20:40:09,-20.2208,-70.1431,62.64,65,19,4.65
462,Asau,RO,2022-09-24 20:41:59,46.4333,26.4,43.72,77,100,4.88
463,Acarau,BR,2022-09-24 20:41:59,-2.8856,-40.12,79.79,72,0,18.54
464,Ambilobe,MG,2022-09-24 20:42:00,-13.2,49.05,70.05,68,1,6.29
465,Pahrump,US,2022-09-24 20:42:07,36.2083,-115.9839,93.94,17,2,4.0
466,Bontang,ID,2022-09-24 20:43:01,0.1333,117.5,76.46,88,100,6.87
467,Chazuta,PE,2022-09-24 20:43:01,-6.5742,-76.1367,85.05,71,91,1.52
468,Abashiri,JP,2022-09-24 20:43:02,44.0213,144.2697,56.95,91,28,6.71
469,Olean,US,2022-09-24 20:43:03,42.0776,-78.4297,66.78,58,0,0.0
470,Diamantino,BR,2022-09-24 20:43:03,-14.4086,-56.4461,87.3,47,94,3.36
471,Masuda,JP,2022-09-24 20:43:04,34.6667,131.85,63.5,60,100,4.43
472,Havre-Saint-Pierre,CA,2022-09-24 20:43:05,50.2334,-63.5986,50.36,71,100,29.93
473,Guerrero Negro,MX,2022-09-24 20:43:06,27.9769,-114.0611,81.55,55,0,12.88
474,Fare,PF,2022-09-24 20:43:06,-16.7,-151.0167,77.68,74,12,20.74
475,Aksha,RU,2022-09-24 20:43:07,50.2814,113.2867,40.87,73,100,10.45
476,Vasilyevskiy Mokh,RU,2022-09-24 20:43:07,57.0132,35.919,45.41,96,100,10.78
477,Bengkulu,ID,2022-09-24 20:43:08,-3.8004,102.2655,74.52,92,99,4.88
478,Bonthe,SL,2022-09-24 20:42:27,7.5264,-12.505,74.05,96,100,9.73
479,Salalah,OM,2022-09-24 20:43:09,17.0151,54.0924,78.94,85,24,6.2
480,Port-Gentil,GA,2022-09-24 20:43:11,-0.7193,8.7815,76.96,88,75,12.66
481,Kavieng,PG,2022-09-24 20:43:12,-2.5744,150.7967,82.31,75,93,15.99
482,Kuusamo,FI,2022-09-24 20:43:12,65.9667,29.1833,42.84,87,100,2.3
483,Potiskum,NG,2022-09-24 20:43:13,11.7091,11.0694,82.15,58,89,4.36
484,Lasa,IT,2022-09-24 20:43:14,46.6166,10.7002,48.36,99,100,1.54
485,Hailey,US,2022-09-24 20:43:14,43.5196,-114.3153,75.99,28,0,11.5
486,Jimenez,MX,2022-09-24 20:43:15,28.3333,-105.4,88.74,18,8,1.61
487,Havelock,US,2022-09-24 20:43:16,34.8791,-76.9013,77.05,43,0,3.44
488,Mecca,SA,2022-09-24 20:43:17,21.4267,39.8261,88.93,37,30,4.9
489,San Rafael Del Sur,NI,2022-09-24 20:43:17,11.8485,-86.4384,76.17,79,100,5.06
490,Kristiansund,NO,2022-09-24 20:43:18,63.1115,7.732,48.85,76,100,4.61
491,Seoul,KR,2022-09-24 20:38:22,37.5683,126.9778,62.04,94,0,2.3
492,Durusu,TR,2022-09-24 20:43:19,41.3053,28.6767,64.58,68,61,5.99
493,Plouzane,FR,2022-09-24 20:43:19,48.3833,-4.6167,55.45,87,0,11.5
494,Roald,NO,2022-09-24 20:43:20,62.5833,6.1333,52.75,81,100,3.44
495,Abu Dhabi,AE,2022-09-24 20:43:21,24.4667,54.3667,89.62,81,0,4.61
496,Anahuac,MX,2022-09-24 20:43:21,27.2333,-100.15,95.0,31,10,8.34
497,Dinan,FR,2022-09-24 20:43:22,48.4167,-2.25,60.3,75,11,7.16
498,Teya,RU,2022-09-24 20:43:23,60.3778,92.6267,33.55,99,100,2.17
499,Poum,NC,2022-09-24 20:43:24,-20.2333,164.0167,75.51,78,1,8.19
500,Sangmelima,CM,2022-09-24 20:43:25,2.9333,11.9833,69.55,93,98,1.86
501,Kokopo,PG,2022-09-24 20:43:25,-4.352,152.2633,79.2,77,56,2.44
502,Puerto Escondido,MX,2022-09-24 20:43:26,15.85,-97.0667,83.55,76,97,5.73
503,Raha,IN,2022-09-24 20:43:27,26.2333,92.5167,75.06,97,99,4.47
504,Leshukonskoye,RU,2022-09-24 20:43:27,64.8989,45.7622,35.67,80,100,9.48
505,Rawson,AR,2022-09-24 20:43:28,-43.3002,-65.1023,60.57,32,80,11.18
506,Harper,LR,2022-09-24 20:43:29,4.375,-7.7169,76.24,90,73,7.0
507,Gorey,IE,2022-09-24 20:43:29,52.6747,-6.2925,52.48,82,4,7.29
508,Saint-Georges,GD,2022-09-24 20:43:30,12.0564,-61.7485,85.68,74,20,18.41
509,Port Lincoln,AU,2022-09-24 20:42:47,-34.7333,135.8667,56.12,79,100,10.11
510,Guanare,VE,2022-09-24 20:43:31,9.0418,-69.7421,83.55,79,100,2.57
511,Christchurch,NZ,2022-09-24 20:42:14,-43.5333,172.6333,52.92,89,100,1.99
512,Simao,CN,2022-09-24 20:44:32,22.7886,100.9748,60.84,97,37,1.54
513,Wronki,PL,2022-09-24 20:44:32,52.7105,16.3804,55.29,61,100,2.57
514,College,US,2022-09-24 20:44:33,64.8569,-147.8028,49.06,79,75,6.91
515,Inta,RU,2022-09-24 20:44:34,66.0317,60.1659,30.04,83,11,8.19
516,Zalantun,CN,2022-09-24 20:44:34,48.0,122.7167,47.05,71,47,3.02
517,Lodwar,KE,2022-09-24 20:44:35,3.1191,35.5973,86.72,32,25,23.17
518,Jadu,LY,2022-09-24 20:44:36,31.953,12.0261,68.23,45,20,9.35
519,La Ronge,CA,2022-09-24 20:44:37,55.1001,-105.2842,62.85,34,20,16.11
520,Biltine,TD,2022-09-24 20:44:37,14.5333,20.9167,87.48,31,36,3.02
521,Wawa,NG,2022-09-24 20:44:38,9.9022,4.4192,77.86,80,64,4.25
522,Dalbandin,PK,2022-09-24 20:44:39,28.8947,64.4101,77.27,9,0,1.74
523,Jacmel,HT,2022-09-24 20:44:39,18.2342,-72.5347,87.64,74,100,9.08
524,Faya,SA,2022-09-24 20:44:40,18.3851,42.4509,68.11,28,1,8.05
525,Lebedyn,UA,2022-09-24 20:44:40,50.5852,34.4849,47.84,86,100,14.16
526,Shingu,JP,2022-09-24 20:44:41,33.7333,135.9833,66.15,58,44,4.41
527,Yining,CN,2022-09-24 20:44:42,29.0361,114.5636,66.25,67,85,1.88
528,Shizunai,JP,2022-09-24 20:44:43,42.3339,142.3669,60.44,82,1,12.3
529,Quimper,FR,2022-09-24 20:44:44,48.0,-4.1,55.96,87,0,8.05
530,Klaksvik,FO,2022-09-24 20:44:44,62.2266,-6.589,52.72,94,100,16.31
531,Fuling,CN,2022-09-24 20:44:45,29.7022,107.3919,61.16,97,100,1.1
532,Verkhovazhye,RU,2022-09-24 20:44:45,60.7472,42.0465,44.06,96,100,10.18
533,Kastamonu,TR,2022-09-24 20:44:46,41.5,33.6667,42.46,89,3,2.57
534,Sale,MA,2022-09-24 20:44:47,34.0389,-6.8166,72.28,94,75,4.61
535,Kloulklubed,PW,2022-09-24 20:44:47,7.0419,134.2556,84.69,74,100,15.46
536,Viedma,AR,2022-09-24 20:44:48,-40.8135,-62.9967,60.75,47,62,12.37
537,Kearney,US,2022-09-24 20:42:55,40.6995,-99.0815,86.34,26,0,8.05
538,Sampit,ID,2022-09-24 20:44:49,-2.5333,112.95,70.95,96,100,0.54
539,Presidente Medici,BR,2022-09-24 20:44:50,-11.1753,-61.9014,90.0,43,84,1.95
540,Tucurui,BR,2022-09-24 20:44:50,-3.7661,-49.6725,90.54,41,58,2.42
541,Aklavik,CA,2022-09-24 20:44:51,68.2191,-135.0107,38.28,95,100,7.56
542,Pocoes,BR,2022-09-24 20:44:51,-14.5297,-40.3653,67.91,94,74,7.9
543,Krasnozavodsk,RU,2022-09-24 20:44:52,56.45,38.2167,46.49,98,100,6.62
544,Shelburne,CA,2022-09-24 20:41:10,44.0787,-80.2041,58.23,57,100,4.79
545,Marang,MY,2022-09-24 20:44:53,5.2056,103.2059,78.71,88,78,3.71
546,Oktyabrskiy,RU,2022-09-24 20:44:54,54.4815,53.471,54.03,65,100,3.29
547,Le Mars,US,2022-09-24 20:44:55,42.7942,-96.1656,81.91,33,0,16.11
548,Sangre Grande,TT,2022-09-24 20:44:55,10.5835,-61.1177,85.96,86,100,4.36
549,Bonnyville,CA,2022-09-24 20:44:56,54.2668,-110.735,62.4,29,4,20.76
550,Evensk,RU,2022-09-24 20:44:56,61.95,159.2333,38.05,63,4,8.99
551,Apatou,GF,2022-09-24 20:44:57,5.155,-54.3472,85.19,63,88,4.72
552,Nhulunbuy,AU,2022-09-24 20:44:57,-12.2333,136.7667,72.21,83,91,0.0
553,Rochester,US,2022-09-24 20:44:26,43.1548,-77.6156,67.71,59,40,4.61
554,Dingle,PH,2022-09-24 20:44:58,10.9995,122.6711,74.91,89,100,1.21
555,Ponta Delgada,PT,2022-09-24 20:40:19,37.7333,-25.6667,73.51,78,20,11.5
556,Tual,ID,2022-09-24 20:44:59,-5.6667,132.75,81.5,74,72,12.08
557,Senador Jose Porfirio,BR,2022-09-24 20:45:00,-2.5908,-51.9542,89.28,44,36,2.89
558,Lerwick,GB,2022-09-24 20:46:01,60.1545,-1.1494,51.8,74,98,10.6
559,Marfino,RU,2022-09-24 20:46:02,55.7028,37.3822,46.54,87,100,6.71
560,Pinawa,CA,2022-09-24 20:46:02,50.1489,-95.8811,56.73,81,100,6.08
561,Ilebo,CD,2022-09-24 20:46:03,-4.3167,20.5833,72.73,93,83,0.58
562,Merauke,ID,2022-09-24 20:46:03,-8.4667,140.3333,78.15,86,71,9.89
563,Mangrol,IN,2022-09-24 20:46:04,21.1167,70.1167,80.94,69,51,9.24
564,Vredendal,ZA,2022-09-24 20:46:05,-31.6683,18.5012,55.0,78,100,0.83
565,Haimen,CN,2022-09-24 20:46:05,23.1935,116.6142,73.29,74,7,11.48
566,Takoradi,GH,2022-09-24 20:46:06,4.8845,-1.7554,75.36,92,68,7.02
567,Mairana,BO,2022-09-24 20:46:07,-18.1167,-63.9333,65.53,59,62,7.96
568,Topolobampo,MX,2022-09-24 20:46:08,25.6,-109.05,88.43,66,62,9.48
569,Nome,US,2022-09-24 20:46:08,64.5011,-165.4064,44.67,77,100,11.5
570,Williams Lake,CA,2022-09-24 20:45:15,52.1415,-122.1445,67.05,55,40,5.75
571,Wanaka,NZ,2022-09-24 20:46:10,-44.7,169.15,48.11,79,100,1.99
572,Teguise,ES,2022-09-24 20:46:10,29.0605,-13.564,68.22,94,40,6.91
573,Imeni Babushkina,RU,2022-09-24 20:46:12,59.7573,43.1285,48.78,96,100,8.79
574,Tecoanapa,MX,2022-09-24 20:46:12,16.5167,-98.75,84.79,71,55,9.04
575,Marquette,US,2022-09-24 20:46:13,46.5333,-87.6335,51.82,94,100,3.36
576,Hinton,CA,2022-09-24 20:46:13,53.4001,-117.5857,65.8,27,0,9.62
577,Inirida,CO,2022-09-24 20:46:14,3.8653,-67.9239,85.87,67,78,1.79
578,Los Llanos De Aridane,ES,2022-09-24 20:46:15,28.6585,-17.9182,71.13,90,75,5.01
579,Qaqortoq,GL,2022-09-24 20:46:15,60.7167,-46.0333,43.57,94,100,1.83
580,Vanavara,RU,2022-09-24 20:46:16,60.34,102.2797,30.13,96,98,4.23
581,Boksitogorsk,RU,2022-09-24 20:46:17,59.474,33.8485,42.6,96,100,8.97
582,Panguna,PG,2022-09-24 20:46:17,-6.3164,155.4848,73.29,84,94,2.57
583,Belmonte,BR,2022-09-24 20:46:18,-15.8631,-38.8828,73.22,94,100,15.28
584,Paamiut,GL,2022-09-24 20:46:19,61.994,-49.6678,39.33,81,100,17.16
585,Venice,US,2022-09-24 20:46:19,27.0998,-82.4543,91.99,54,20,11.01
