City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Harper,LR,4.375,-7.7169,75.49,92,47,7.85,light rain
347,Saint-Georges,GD,12.0564,-61.7485,83.88,84,20,9.22,few clouds
348,Mehamn,NO,71.0357,27.8492,48.11,87,75,6.91,broken clouds
349,Batemans Bay,AU,-35.7167,150.1833,59.09,97,100,4.14,light rain
350,Santa,PH,17.486,120.4348,81.01,66,100,2.84,overcast clouds
351,Lakes Entrance,AU,-37.8811,147.981,56.16,93,84,11.45,broken clouds
352,Portobelo,PA,9.55,-79.65,83.05,81,100,5.59,overcast clouds
353,Chase,CA,50.8165,-119.6857,81.09,22,2,4.21,clear sky
354,Manay,PH,7.215,126.5397,78.19,81,100,4.25,overcast clouds
355,Volosovo,RU,59.4333,29.4833,42.84,89,78,5.64,broken clouds
356,Baykit,RU,61.67,96.37,30.18,86,100,4.12,overcast clouds
357,Basco,PH,20.4487,121.9702,82.26,78,61,11.59,broken clouds
358,Camabatela,AO,-8.1881,15.375,64.62,87,84,3.83,broken clouds
359,Marsa Matruh,EG,31.3525,27.2453,77.2,83,0,3.44,clear sky
360,Pozoblanco,ES,38.3791,-4.8483,60.62,37,0,4.12,clear sky
361,Daru,PG,-9.0763,143.2092,81.16,84,94,10.76,overcast clouds
362,Calama,CL,-22.4667,-68.9333,64.89,4,0,27.63,clear sky
363,Lishui,CN,28.4604,119.9103,70.63,97,38,1.77,scattered clouds
364,Karratha,AU,-20.7377,116.8463,70.07,39,42,4.97,scattered clouds
365,Panaba,MX,21.2833,-88.2667,82.47,78,50,11.34,scattered clouds
366,Dunedin,NZ,-45.8742,170.5036,56.34,68,78,7.94,broken clouds
367,Saquarema,BR,-22.92,-42.5103,73.54,91,100,2.93,overcast clouds
368,Ndele,CF,8.4109,20.6473,68.54,99,99,2.13,overcast clouds
369,Teknaf,BD,20.8624,92.3058,77.56,92,99,4.12,overcast clouds
370,Tocache,PE,-8.1842,-76.5125,82.11,62,81,3.53,broken clouds
371,Terrace,CA,54.5163,-128.6035,66.11,77,75,4.61,broken clouds
372,Mastic Beach,US,40.7668,-72.8521,70.11,58,1,17.0,clear sky
373,Kilindoni,TZ,-7.9139,39.6668,75.72,70,12,12.62,few clouds
374,Dongsheng,CN,39.8161,109.9776,56.93,49,15,6.85,few clouds
375,Sinnamary,GF,5.3833,-52.95,79.9,81,75,13.31,broken clouds
376,Mitu,CO,1.1983,-70.1733,79.68,75,99,3.78,overcast clouds
377,Lavrentiya,RU,65.5833,-171.0,39.16,77,96,9.64,overcast clouds
378,Mangrol,IN,21.1167,70.1167,78.94,76,1,7.16,clear sky
379,Roald,NO,62.5833,6.1333,57.34,62,0,14.97,clear sky
380,Ornskoldsvik,SE,63.2909,18.7153,47.35,100,100,6.91,overcast clouds
381,Viamao,BR,-30.0811,-51.0233,68.05,59,20,16.11,few clouds
382,Kurilsk,RU,45.2333,147.8833,58.96,69,100,3.65,overcast clouds
383,Bara,NG,10.3744,10.7288,73.6,86,71,4.12,broken clouds
384,Le Port,RE,-20.9373,55.2919,69.76,71,19,6.15,few clouds
385,Talnakh,RU,69.4865,88.3972,19.0,82,47,4.23,scattered clouds
386,Ucluelet,CA,48.9329,-125.5528,56.08,89,37,3.0,scattered clouds
387,Piney Green,US,34.716,-77.3202,75.9,56,100,4.56,overcast clouds
388,Pierre,US,44.3683,-100.351,77.27,29,22,3.0,few clouds
389,Sindal,DK,57.4712,10.2031,51.53,89,100,15.64,overcast clouds
390,Bani Walid,LY,31.7566,13.9942,78.15,62,72,7.78,broken clouds
391,Ekhabi,RU,53.5102,142.9671,43.54,72,100,8.88,overcast clouds
392,Petropavlovka,RU,50.6114,105.3196,38.03,84,100,1.66,overcast clouds
393,Fukue,JP,32.6881,128.8419,73.8,74,64,18.72,broken clouds
394,Sao Domingos,BR,-13.3983,-46.3183,83.05,28,13,6.4,few clouds
395,Narasannapeta,IN,18.4167,84.05,78.48,85,46,2.21,scattered clouds
396,Sanming,CN,26.2486,117.6186,70.3,91,0,2.44,clear sky
397,Garoua Boulai,CM,5.8833,14.55,62.98,97,74,1.28,light rain
398,Flinders,AU,-34.5833,150.8552,59.18,92,88,3.0,overcast clouds
399,Penzance,GB,50.1186,-5.5371,56.08,92,100,17.43,light rain
400,Bayir,TR,37.2687,28.2167,63.12,63,29,5.97,scattered clouds
401,Broome,US,42.2506,-75.833,58.68,84,90,3.0,overcast clouds
402,Beidao,CN,34.5686,105.8933,55.71,86,4,2.08,clear sky
403,Vanimo,PG,-2.6741,141.3028,78.15,88,100,4.61,overcast clouds
404,Nishihara,JP,26.1842,127.7558,78.85,89,75,4.61,broken clouds
405,Mabaruma,GY,8.2,-59.7833,80.6,83,40,6.91,scattered clouds
406,Abu Samrah,SY,35.3029,37.1841,67.3,51,0,6.8,clear sky
407,Baghdad,IQ,33.3406,44.4009,71.51,23,0,6.91,clear sky
408,Ueda,JP,36.4,138.2667,64.0,95,99,1.16,overcast clouds
409,Zirandaro,MX,18.45,-100.9833,87.55,60,99,2.64,overcast clouds
410,Jacareacanga,BR,-6.2222,-57.7528,84.69,46,52,1.36,broken clouds
411,Nome,US,64.5011,-165.4064,46.17,81,96,8.77,light rain
412,Los Llanos De Aridane,ES,28.6585,-17.9182,71.13,78,0,10.36,clear sky
413,Touros,BR,-5.1989,-35.4608,76.71,69,6,18.88,clear sky
414,Spring Hill,US,28.4769,-82.5255,82.94,83,100,3.0,overcast clouds
415,Nabire,ID,-3.3667,135.4833,75.38,91,99,3.04,overcast clouds
416,Salar,ES,37.1499,-4.0191,67.33,42,0,3.85,clear sky
417,Provideniya,RU,64.3833,-173.3,39.36,81,100,11.18,overcast clouds
418,Richards Bay,ZA,-28.783,32.0377,69.8,96,11,4.65,light rain
419,Korla,CN,41.7597,86.1469,68.34,24,0,5.55,clear sky
420,Merke,KZ,42.8728,73.1786,55.81,46,21,4.9,few clouds
421,China,MX,25.7,-99.2333,91.96,33,19,9.15,few clouds
422,Atlantis,ZA,-33.5667,18.4834,54.99,85,21,4.16,few clouds
423,Bandarbeyla,SO,9.4942,50.8122,77.5,86,83,18.45,broken clouds
424,Santa Cruz Cabralia,BR,-16.2781,-39.0247,75.43,88,20,12.66,few clouds
425,Awjilah,LY,29.1081,21.2869,86.38,27,0,9.24,clear sky
426,Kysyl-Syr,RU,63.8986,122.7617,23.9,88,62,6.76,broken clouds
427,Gamba,GA,-2.65,10.0,75.51,84,100,5.68,overcast clouds
428,Hlyboka,UA,48.0897,25.9293,54.18,89,78,2.24,broken clouds
429,Beyneu,KZ,45.3167,55.2,64.22,37,71,11.39,broken clouds
430,Acapulco,MX,16.8634,-99.8901,82.89,76,55,5.14,broken clouds
431,Biak,ID,-0.9131,122.8766,75.58,82,41,2.35,scattered clouds
432,Bodden Town,KY,19.2833,-81.25,87.8,70,20,9.22,few clouds
433,Quatre Cocos,MU,-20.2078,57.7625,71.71,65,73,12.39,broken clouds
434,Husavik,IS,66.0449,-17.3389,37.67,72,60,3.36,broken clouds
435,Methoni,GR,36.8197,21.7049,73.22,85,24,9.13,few clouds
436,Port Moresby,PG,-9.4431,147.1797,74.62,94,40,5.75,haze
437,Fomboni,KM,-12.28,43.7425,75.61,76,1,4.52,clear sky
438,Tamandare,BR,-8.7597,-35.1047,74.05,70,6,6.4,clear sky
439,Hornepayne,CA,49.2138,-84.7705,38.05,91,100,11.01,overcast clouds
440,Luau,AO,-10.7073,22.2247,69.4,55,65,0.76,broken clouds
441,Fuerte Olimpo,PY,-21.0415,-57.8738,75.31,90,68,6.91,heavy intensity rain
442,Kuytun,RU,54.3419,101.5036,34.41,92,100,4.25,light snow
443,Manicore,BR,-5.8092,-61.3003,89.55,62,0,4.61,clear sky
444,Laguna,US,38.421,-121.4238,92.17,35,0,5.75,clear sky
445,Barsovo,RU,61.1667,73.1667,28.53,86,40,5.84,scattered clouds
446,Codrington,AU,-38.2667,141.9667,52.14,84,100,11.72,overcast clouds
447,Kaka,TM,37.3482,59.6143,66.9,29,0,6.89,clear sky
448,Ilulissat,GL,69.2167,-51.1,33.62,100,98,4.14,overcast clouds
449,Trairi,BR,-3.2778,-39.2689,78.3,79,0,11.65,clear sky
450,Kenai,US,60.5544,-151.2583,53.02,66,19,0.96,few clouds
451,Jutiquile,HN,14.7167,-86.0833,84.49,82,76,4.45,broken clouds
452,Doka,SD,13.5167,35.7667,75.11,77,84,5.53,broken clouds
453,Northam,GB,51.0333,-4.2167,55.38,82,100,13.38,overcast clouds
454,Riyadh,SA,24.6877,46.7219,78.94,11,0,5.19,clear sky
455,Salinas,US,36.6777,-121.6555,90.01,64,0,8.3,clear sky
456,Garowe,SO,8.4054,48.4845,79.84,62,90,14.43,overcast clouds
457,Kirakira,SB,-10.4544,161.9205,82.54,66,62,8.63,broken clouds
458,Vila Velha,BR,-20.3297,-40.2925,76.95,89,75,9.22,broken clouds
459,Mulege,MX,26.8833,-111.9833,94.28,43,1,9.78,clear sky
460,Addis Abeba,ET,9.025,38.7469,63.48,72,40,4.61,scattered clouds
461,Comodoro Rivadavia,AR,-45.8667,-67.5,67.86,21,0,17.27,clear sky
462,Wonthaggi,AU,-38.6044,145.5913,54.82,92,98,10.54,overcast clouds
463,Atar,MR,20.5169,-13.0499,95.52,34,56,4.72,broken clouds
464,Omboue,GA,-1.5746,9.2618,75.13,89,100,5.14,light rain
465,Zhezkazgan,KZ,47.8043,67.7144,47.16,66,8,7.67,clear sky
466,Caucaia,BR,-3.7361,-38.6531,80.55,75,0,10.36,clear sky
467,Merauke,ID,-8.4667,140.3333,78.84,88,95,9.22,overcast clouds
468,Minsk,BY,53.9,27.5667,47.95,93,79,7.45,broken clouds
469,Pangoa,PE,-12.1167,-73.0,81.32,63,69,2.64,broken clouds
470,Neyshabur,IR,36.2133,58.7958,65.98,32,0,3.4,clear sky
471,Ocos,GT,14.5094,-92.1933,80.49,79,62,4.97,broken clouds
472,Bajil,YE,15.0584,43.2851,89.78,56,21,3.53,few clouds
473,Sesheke,ZM,-17.4759,24.2968,72.99,26,10,5.46,clear sky
474,Nyurba,RU,63.2842,118.3319,23.22,88,38,4.32,scattered clouds
475,Kesova Gora,RU,57.5836,37.2922,44.58,90,91,8.05,overcast clouds
476,Dingle,PH,10.9995,122.6711,75.58,93,100,1.7,overcast clouds
477,Geraldton,AU,-28.7667,114.6,46.81,93,0,5.75,clear sky
478,Cap Malheureux,MU,-19.9842,57.6142,71.47,60,42,7.0,scattered clouds
479,Kuching,MY,1.55,110.3333,77.22,94,40,1.99,scattered clouds
480,Korcula,HR,42.9622,17.1369,67.64,72,11,9.1,few clouds
481,La Romana,DO,18.4273,-68.9728,88.16,66,40,6.91,scattered clouds
482,Barra,BR,-11.0894,-43.1417,80.56,27,1,5.17,clear sky
483,Fort Morgan,US,40.2503,-103.8,77.65,25,0,6.91,clear sky
484,Thinadhoo,MV,0.5333,72.9333,78.39,84,100,16.4,overcast clouds
485,Tomatlan,MX,19.9333,-105.25,83.82,84,49,5.44,scattered clouds
486,Villa Carlos Paz,AR,-31.4241,-64.4978,54.68,42,100,13.13,overcast clouds
487,Mlimba,TZ,-8.8,35.8167,71.91,69,29,3.74,scattered clouds
488,Martapura,ID,-3.4167,114.85,73.49,100,37,1.14,scattered clouds
489,Port Blair,IN,11.6667,92.75,80.31,80,97,10.22,overcast clouds
490,Maniitsoq,GL,65.4167,-52.9,43.05,89,100,10.11,light rain
491,Majene,ID,-3.5403,118.9707,76.1,87,65,4.14,broken clouds
492,Mashhad,IR,36.297,59.6062,64.54,52,0,6.91,clear sky
493,Ganta,LR,7.3022,-8.5308,69.22,99,88,1.14,moderate rain
494,Darhan,MN,49.4867,105.9228,41.83,71,100,3.18,overcast clouds
495,Londrina,BR,-23.3103,-51.1628,64.06,100,40,3.44,scattered clouds
496,Rovaniemi,FI,66.5,25.7167,44.01,100,100,5.75,overcast clouds
497,Antofagasta,CL,-23.65,-70.4,58.28,75,10,7.27,clear sky
498,Vaitape,PF,-16.5167,-151.75,78.33,73,6,12.39,clear sky
499,Mandiana,GN,10.6333,-8.6833,74.12,88,56,4.03,broken clouds
500,Soe,ID,-9.8607,124.284,67.28,80,25,2.89,scattered clouds
501,Jiuquan,CN,39.7432,98.5174,60.71,26,0,3.56,clear sky
502,Daud Khel,PK,32.875,71.5701,84.07,49,0,2.33,clear sky
503,Goderich,CA,43.7501,-81.7165,59.92,82,100,9.22,overcast clouds
504,Saint-Francois,FR,46.4154,3.9054,53.04,87,75,4.61,moderate rain
505,Pontian Kecil,MY,1.4801,103.3899,75.52,83,100,1.63,overcast clouds
506,Yabelo,ET,4.8833,38.0833,60.89,58,11,5.86,few clouds
507,Scarborough,GB,54.2797,-0.4044,46.65,88,82,3.0,broken clouds
508,Viedma,AR,-40.8135,-62.9967,54.18,39,0,1.54,clear sky
509,Mae Sai,TH,20.4335,99.8762,70.5,84,90,1.86,overcast clouds
510,Koubia,GN,11.5833,-11.9,67.73,95,53,1.74,light rain
511,Zabid,YE,14.1951,43.3152,90.97,50,23,3.31,few clouds
512,Chara,RU,56.9064,118.2631,25.02,83,68,1.81,broken clouds
513,Praia,CV,14.9215,-23.5087,79.9,70,26,10.16,scattered clouds
514,Avera,US,33.194,-82.5271,78.85,24,69,7.49,broken clouds
515,Wewak,PG,-3.5534,143.6268,79.39,84,100,4.56,light rain
516,Naze,JP,28.3667,129.4833,75.45,80,2,2.84,clear sky
517,Poshekhonye,RU,58.4993,39.1353,45.57,93,100,7.49,overcast clouds
518,Lorengau,PG,-2.0226,147.2712,83.01,75,94,10.8,overcast clouds
519,Paamiut,GL,61.994,-49.6678,42.62,95,100,14.76,light rain
520,Maraa,BR,-1.8333,-65.3667,85.71,60,98,2.55,overcast clouds
521,Dedougou,BF,12.4667,-3.4667,77.79,75,100,3.6,overcast clouds
522,Iquique,CL,-20.2208,-70.1431,61.23,74,17,7.7,few clouds
523,Hobyo,SO,5.3505,48.5268,77.47,87,19,19.95,few clouds
524,Morgan City,US,29.6994,-91.2068,84.0,31,1,12.44,clear sky
525,Trinidad,BO,-14.8333,-64.9,93.02,38,59,6.93,broken clouds
526,Bowen,AU,-20.0167,148.2333,73.76,70,12,6.76,few clouds
527,Gladstone,AU,-23.85,151.25,66.13,82,100,3.44,light rain
528,Pultusk,PL,52.7025,21.0828,56.05,80,100,7.61,overcast clouds
529,Baruun-Urt,MN,46.6806,113.2792,44.42,60,3,9.53,clear sky
530,Uch,FR,45.3192,-0.9345,63.03,89,100,18.57,overcast clouds
531,Cukai,MY,4.25,103.4167,76.06,90,100,4.09,light rain
532,Florence,IT,43.7667,11.25,64.54,82,40,5.75,scattered clouds
533,Salalah,OM,17.0151,54.0924,77.65,84,12,2.01,few clouds
534,Akureyri,IS,65.6835,-18.0878,36.72,79,73,3.06,broken clouds
535,Amapa,BR,1.0,-52.0,83.19,51,99,3.53,overcast clouds
536,Yatou,CN,37.15,122.3833,62.89,84,100,2.24,overcast clouds
537,Zhangye,CN,38.9342,100.4517,58.12,41,0,6.89,clear sky
538,Rio Linda,US,38.691,-121.4486,92.26,32,0,9.22,clear sky
539,Brodokalmak,RU,55.5748,62.082,31.1,83,100,5.21,overcast clouds
540,Yaan,NG,7.3833,8.5667,72.84,94,100,6.42,light rain
541,Shaunavon,CA,49.6501,-108.4181,80.38,25,7,21.12,clear sky
542,Chuzhou,CN,32.3219,118.2978,68.45,70,100,4.23,overcast clouds
543,Victor Harbor,AU,-35.5667,138.6167,51.67,88,95,11.7,overcast clouds
544,Ciudad Bolivar,VE,8.1222,-63.5497,86.5,62,100,5.39,overcast clouds
545,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,85.26,56,98,1.57,overcast clouds
546,Mulanje,MW,-16.0316,35.5,73.85,60,58,5.75,broken clouds
547,Diglur,IN,18.55,77.6,73.85,90,90,4.38,overcast clouds
548,Sungaipenuh,ID,-2.0833,101.3833,63.95,95,98,0.89,overcast clouds
549,Port Lincoln,AU,-34.7333,135.8667,53.1,64,100,10.76,overcast clouds
550,Buzmeyin,TM,38.0507,58.2056,70.27,27,0,7.61,clear sky
551,Gimli,CA,50.6336,-96.9907,50.02,57,94,4.61,overcast clouds
552,Nchelenge,ZM,-9.3451,28.734,77.27,43,80,4.63,broken clouds
553,Juye,CN,35.3947,116.0883,61.9,59,97,4.76,overcast clouds
554,Mondlo,ZA,-27.983,30.7177,62.47,92,44,6.6,scattered clouds
555,Rubizhne,UA,49.0123,38.3797,59.22,83,100,2.21,light rain
556,Erzin,TR,36.9559,36.2,68.31,71,1,2.06,clear sky
557,Beith,GB,55.7492,-4.6368,48.7,87,5,6.91,clear sky
558,Camana,PE,-16.6228,-72.7111,63.09,75,44,10.36,scattered clouds
559,Carballo,ES,43.213,-8.691,61.9,94,86,3.87,overcast clouds
560,Itoman,JP,26.1247,127.6694,79.57,89,20,4.61,few clouds
561,Bilma,NE,18.6853,12.9164,91.65,14,23,6.15,few clouds
562,Flagstaff,US,35.1981,-111.6513,77.32,39,75,10.36,broken clouds
563,Risor,NO,58.7206,9.2342,53.29,83,100,22.39,light rain
564,Ixtapa,MX,20.7,-105.2,88.23,75,25,1.99,scattered clouds
565,Muscat,OM,23.6139,58.5922,83.34,68,1,3.8,clear sky
566,Kununurra,AU,-15.7667,128.7333,82.38,42,75,11.5,broken clouds
567,Huarmey,PE,-10.0681,-78.1522,65.05,76,84,11.16,broken clouds
568,Evensk,RU,61.95,159.2333,39.04,67,99,8.88,overcast clouds
569,Ochakiv,UA,46.6128,31.5498,64.98,87,96,12.24,overcast clouds
570,Southbridge,US,42.0751,-72.0334,67.39,72,12,5.23,few clouds
571,Marbella,ES,36.5154,-4.8858,75.25,41,0,5.66,clear sky
572,Bonavista,CA,48.6499,-53.1147,62.91,90,100,15.57,overcast clouds
573,Asfi,MA,32.2994,-9.2372,68.63,71,0,14.83,clear sky
574,Constitucion,CL,-35.3333,-72.4167,57.11,73,0,14.0,clear sky
575,Haines Junction,CA,60.7522,-137.5108,46.81,64,80,4.97,broken clouds
576,Grand Gaube,MU,-20.0064,57.6608,72.0,60,47,7.0,scattered clouds
577,Axim,GH,4.8699,-2.2405,75.38,92,70,6.87,light rain
578,Padang,ID,-0.9492,100.3543,75.33,88,75,3.76,light rain
579,San Cristobal,VE,7.7669,-72.225,77.86,68,99,4.12,overcast clouds
580,Urdoma,RU,61.7533,48.5442,29.39,82,71,5.08,broken clouds
581,Cortez,US,37.3489,-108.5859,76.03,21,28,11.21,scattered clouds
582,Mayo,US,38.8876,-76.5119,71.71,47,48,5.01,scattered clouds
583,Podares,MK,41.6139,22.5422,60.31,85,0,2.01,clear sky
584,Kupang,ID,-10.1667,123.5833,77.58,82,73,3.76,broken clouds
585,Panuco,MX,22.05,-98.1667,78.98,89,90,5.35,overcast clouds
586,Reyes,BO,-14.3167,-67.3833,93.67,36,81,6.46,broken clouds
587,Ilinskiy,RU,55.619,38.1182,48.58,93,75,11.18,light rain
588,Fairbanks,US,64.8378,-147.7164,40.6,93,100,4.61,fog
589,Nikolayevsk-Na-Amure,RU,53.1406,140.73,42.31,90,100,2.82,overcast clouds
590,Krasnyy Chikoy,RU,50.3643,108.7512,40.42,87,99,2.98,light rain
591,Tsogni,GA,-2.7942,10.0988,74.79,84,100,5.5,overcast clouds
592,Fort Nelson,CA,58.8053,-122.7002,80.04,27,2,1.28,clear sky
593,Burnie,AU,-41.0667,145.9167,55.94,73,74,5.79,broken clouds
594,Klos,AL,41.5072,20.0851,58.15,85,13,6.02,few clouds
595,Zambezi,ZM,-13.5432,23.1047,70.25,33,40,4.07,scattered clouds
596,Nieves,PH,15.3274,120.9485,74.8,94,100,2.55,overcast clouds
597,Deputatskiy,RU,69.3,139.9,20.05,97,100,4.03,light snow
598,Batagay-Alyta,RU,67.8006,130.4114,22.53,94,100,3.94,overcast clouds
599,Mamallapuram,IN,12.6264,80.1722,84.25,73,76,5.08,broken clouds
600,Port Hardy,CA,50.6996,-127.4199,55.58,100,100,2.3,fog
601,Kaseda,JP,31.4167,130.3167,73.67,84,17,4.43,few clouds
602,Namatanai,PG,-3.6667,152.4333,82.35,71,92,10.2,overcast clouds
603,Sant Feliu De Guixols,ES,41.7833,3.0333,69.13,43,97,7.18,overcast clouds
604,Porosozero,RU,62.7191,32.727,43.57,97,100,5.88,overcast clouds
605,Shimoda,JP,34.6667,138.95,71.1,74,13,13.65,few clouds
606,Okhotsk,RU,59.3833,143.3,39.29,74,100,10.38,overcast clouds
607,Bira,RU,49.0,132.4667,47.25,93,34,2.95,scattered clouds
608,Camopi,GF,3.1655,-52.3158,86.29,46,94,7.67,overcast clouds
609,Pedernales,DO,18.0384,-71.744,85.3,69,44,5.21,scattered clouds
610,Muravlenko,RU,63.7898,74.523,25.93,72,81,10.85,broken clouds
611,Tautira,PF,-17.7333,-149.15,77.38,79,30,16.33,light rain
612,Zeerust,ZA,-25.5369,26.0751,67.46,33,4,6.53,clear sky
613,Kidal,ML,18.4411,1.4078,94.41,14,24,6.08,few clouds
614,Orange Park,US,30.1661,-81.7065,80.58,51,0,9.22,clear sky
615,Mahon,ES,39.8885,4.2658,68.56,73,20,3.44,few clouds
616,Labuhan,ID,-6.8844,112.2051,75.94,79,35,9.17,scattered clouds
617,Cockburn Town,TC,21.4612,-71.1419,82.56,81,31,18.48,scattered clouds
618,Raudeberg,NO,61.9875,5.1352,53.87,65,100,6.55,overcast clouds
619,Guiglo,CI,6.5456,-7.4966,71.06,92,75,1.41,broken clouds
620,Bentiu,SS,9.2333,29.8333,74.73,77,9,1.77,clear sky
621,Zaysan,KZ,47.4667,84.8667,54.12,37,100,4.59,overcast clouds
622,Tezu,IN,27.9167,96.1667,73.51,81,17,2.77,few clouds
623,Modasa,IN,23.4667,73.3,78.84,70,72,6.42,broken clouds
624,Nyrob,RU,60.733,56.7202,25.99,77,9,2.21,clear sky
625,Tazovskiy,RU,67.4667,78.7,25.74,88,80,12.39,broken clouds
626,Inirida,CO,3.8653,-67.9239,82.33,76,99,2.71,moderate rain
627,Okha,RU,53.5739,142.9478,43.99,72,100,8.93,overcast clouds
628,Eyl,SO,7.9803,49.8164,79.03,76,98,15.52,overcast clouds
629,Sarai Sidhu,PK,30.5949,71.9698,79.34,42,0,5.64,clear sky
630,Podporozhye,RU,60.9112,34.1706,44.8,98,99,4.9,overcast clouds
631,Asau,RO,46.4333,26.4,56.32,73,99,3.47,overcast clouds
632,Shingu,JP,33.7333,135.9833,71.29,90,93,3.89,overcast clouds
633,Bilibino,RU,68.0546,166.4372,21.92,77,12,2.8,few clouds
634,Ketchikan,US,55.3422,-131.6461,61.77,87,100,3.13,overcast clouds
635,Ondangwa,NA,-17.9167,15.95,76.21,17,6,15.3,clear sky
636,Kasongo-Lunda,CD,-6.4667,16.8167,71.67,92,99,1.54,light rain
637,Isoka,ZM,-10.1606,32.6335,66.81,49,16,3.49,few clouds
638,Tuy Hoa,VN,13.0833,109.3,79.56,70,100,14.2,moderate rain
639,America Dourada,BR,-11.4553,-41.4361,75.09,39,1,8.12,clear sky
640,Opuwo,NA,-18.0607,13.84,70.02,20,13,7.05,few clouds
641,Umba,RU,66.6871,34.3429,43.77,85,100,7.65,overcast clouds
642,Rocky Mount,US,35.9382,-77.7905,76.71,27,0,9.22,clear sky
643,Pangnirtung,CA,66.1451,-65.7125,34.9,78,80,5.55,broken clouds
644,Bayanday,RU,53.0661,105.5139,30.43,81,70,7.9,broken clouds
645,Rawson,AR,-43.3002,-65.1023,61.36,38,0,5.88,clear sky
646,Cabinda,AO,-5.55,12.2,75.38,85,72,6.24,broken clouds
647,Jacmel,HT,18.2342,-72.5347,89.44,80,41,7.65,scattered clouds
648,Bahia Blanca,AR,-38.7196,-62.2724,54.95,39,0,8.72,clear sky
649,Acari,PE,-15.4311,-74.6158,70.3,57,15,6.46,few clouds
650,Chaman,PK,30.9236,66.4512,68.7,21,0,3.2,clear sky
651,Pareora,NZ,-44.4871,171.2132,55.58,73,98,4.63,overcast clouds
652,Dwarka,IN,22.2394,68.9678,80.64,72,13,10.49,few clouds
653,Tornio,FI,65.8481,24.1466,46.42,95,100,7.58,overcast clouds
654,Antu,IN,26.05,81.9167,77.36,77,28,6.42,scattered clouds
655,Kanigiri,IN,15.4,79.5167,84.31,64,99,2.15,moderate rain
656,Mayumba,GA,-3.432,10.6554,75.61,83,97,5.99,overcast clouds
657,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,87.89,18,5,6.73,clear sky
658,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,94,100,13.62,overcast clouds
659,Karonga,MW,-9.9333,33.9333,77.11,60,4,6.78,clear sky
660,Linxia,CN,35.6003,103.2064,50.31,62,5,5.7,clear sky
661,Andros Town,BS,24.7,-77.7667,80.56,77,99,18.07,overcast clouds
662,Carutapera,BR,-1.195,-46.02,79.54,79,34,9.13,scattered clouds
663,Susehri,TR,40.1644,38.0867,62.96,22,77,1.86,broken clouds
664,Kivsharivka,UA,49.6213,37.7036,55.69,92,100,9.44,light rain
665,Salgueiro,BR,-8.0742,-39.1192,83.48,28,1,15.79,clear sky
666,Belmonte,BR,-15.8631,-38.8828,73.67,85,3,5.82,clear sky
667,Lazaro Cardenas,MX,17.9583,-102.2,82.85,80,100,4.83,overcast clouds
668,Arlit,NE,18.7369,7.3853,98.11,12,80,10.49,broken clouds
669,Sabang,ID,5.8933,95.3214,80.47,77,100,23.64,overcast clouds
670,Inongo,CD,-1.95,18.2667,69.4,98,77,4.25,light rain
671,Tulu Bolo,ET,8.6667,38.2167,56.16,83,37,0.85,scattered clouds
672,The Valley,AI,18.217,-63.0578,84.34,74,20,11.5,few clouds
673,Grindavik,IS,63.8424,-22.4338,45.07,70,100,5.75,overcast clouds
674,Coihaique,CL,-45.5752,-72.0662,53.55,54,0,5.75,clear sky
675,Cordoba,AR,-31.4135,-64.1811,65.19,39,100,12.5,light rain
676,Bathsheba,BB,13.2167,-59.5167,81.21,96,20,8.05,few clouds
677,Bardiyah,LY,31.7561,25.0865,78.3,67,2,10.51,clear sky
678,Leua,SK,48.2156,18.6071,53.49,92,100,7.07,overcast clouds
679,Egvekinot,RU,66.3167,-179.1667,28.15,76,100,10.96,overcast clouds
680,Loyga,RU,61.0784,44.6075,39.43,88,100,6.51,overcast clouds
681,Biloela,AU,-24.4167,150.5,66.63,82,100,3.27,light rain
682,Bantigue,PH,10.9899,124.6225,77.95,88,100,1.21,light rain
683,Tefe,BR,-3.3542,-64.7114,86.11,79,20,3.44,few clouds
684,Mankachar,IN,25.5333,89.8667,78.3,83,36,4.0,scattered clouds
685,Qazigund,IN,33.6333,75.15,57.78,78,2,1.5,clear sky
686,Gigmoto,PH,13.7796,124.39,79.79,86,100,0.67,light rain
687,Alta Floresta,BR,-9.8756,-56.0861,76.51,68,78,1.99,light rain
688,Moa,CU,20.6569,-74.9403,82.35,84,81,9.84,broken clouds
689,Bang Saphan,TH,11.2126,99.5117,75.25,94,100,4.85,overcast clouds
690,Matagami,CA,49.7502,-77.6328,45.14,93,100,11.97,overcast clouds
